comment_id,source_url,author,content,posted_at,collected_at
ee0de8b79c681a56caae6c30813cbb9d30bfab06,https://kamikouryaku.net/nightreign_eldenring/?%E9%9A%A0%E8%80%85,,[#55hr] てか蘇生に使われがちな下手な魔術ってつぶてと速剣くらいじゃね 他は飛び抜けて削りが弱いとか効率悪いとかあんまない気が 2025-12-09 (火) 18:47:07 [ID:m-5eyv-f849-a6lq] [#9v2m] FP管理下手で蘇生が必要になった時に残FP見ずに蘇生始めるとかくらいですよね。 2025-12-10 (水) 00:12:47 [ID:p-9eud-97d9-7kwt] [#4zmk] 彗星系も夜以外はあんまり削れないから武器で殴る方が早い 2025-12-10 (水) 01:07:23 [ID:m-eps9-f849-4775],2025-12-09T09:47:07+00:00,2025-12-13T07:45:38.025870+00:00
5c95b8c2428cce4c980b5df325d308a8d0308e01,https://kamikouryaku.net/nightreign_eldenring/?%E9%9A%A0%E8%80%85,,[#8y7s] 2ゲージ以上なら起こす時だけ武器捨てて素手殴りでいい。 2025-12-09 (火) 19:53:31 [ID:m-47sr-6f28-9zgv],2025-12-09T10:53:31+00:00,2025-12-13T07:45:38.025870+00:00
38785f18222ca8beae80f8f519cdeff3a2585741,https://kamikouryaku.net/nightreign_eldenring/?%E9%9A%A0%E8%80%85,,[#5xcc] 蘇生用とかじゃなくていつでも使える第３の武器枠だから普通に強いし使い勝手がいい 遠くから３発撃って走ってって殴ればドーナツ２つまでなら秒で起こせる 時間差で着弾するのがとてもいい ドーナツ３つだと鈴４発撃って片手装備外してまた鈴３発撃って走ってって殴るとかなり早い 一人の時は無理だけど・・・ 2025-12-10 (水) 15:44:33 [ID:p-czge-f71a-70tp],2025-12-10T06:44:33+00:00,2025-12-13T07:45:38.025870+00:00
0631b5c67fa21178e8fb1be92ebfafb34b986315,https://kamikouryaku.net/nightreign_eldenring/?%E9%9A%A0%E8%80%85,,[#7ype] 付帯が良いなら使いこなしても良いが、構成を崩してまで必要か？と言われると微妙かな 一気に起こしたいタイミングが存在するのは間違いないなくて有用な時も確かにある が、そもそも自分にヘイトが向いたなら味方が起こしに行くわけで、使わなくても大丈夫となってしまうから、個人プレーメインの人たちとやってる時ぐらいしか有用にはならないかな 2025-12-10 (水) 16:34:30 [ID:p-8qty-24c4-3l7g],2025-12-10T07:34:30+00:00,2025-12-13T07:45:38.025870+00:00
bf3042b1002b08ef206c2b213d3a030f8600a95b,https://kamikouryaku.net/nightreign_eldenring/?%E9%9A%A0%E8%80%85,,[#784y] DLC以降あんまり隠者触れてないけど近接アッパーと壺おじさんのおかげで結晶のヘイトはだいぶ下がった感じなのかな 今度はおじさんが壺特化以外は地雷だの壺ナーフしろだの言われてて既視感しかないが 2025-12-10 (水) 19:37:46 [ID:p-5eyv-f849-8obr] [#5ntw] 隠者はDLCで何も環境変わってないから、そういう強いものアレルギーある人は興味なくしたんでしょ 2025-12-10 (水) 23:02:28 [ID:p-14dj-ea39-85ta],2025-12-10T10:37:46+00:00,2025-12-13T07:45:38.025870+00:00
a124aa0f481c9e07068f09b71d2e1c709d4131f4,https://kamikouryaku.net/nightreign_eldenring/?%E9%9A%A0%E8%80%85,,[#5ntw] 隠者はDLCで何も環境変わってないから、そういう強いものアレルギーある人は興味なくしたんでしょ 2025-12-10 (水) 23:02:28 [ID:p-14dj-ea39-85ta],2025-12-10T14:02:28+00:00,2025-12-13T07:45:38.025870+00:00
79d214c996f9e75c256d61cad4324b12cda25b5d,https://kamikouryaku.net/nightreign_eldenring/?%E9%9A%A0%E8%80%85,,[#2raw] あれだけいた隠者が全くいなくなった… 2025-12-11 (木) 09:47:49 [ID:m-5ph5-ba84-9zgv] [#b6i3] 白雷の混成魔法で大技阻止したりで遊んでたけど、葬儀屋の登場によってあんまし価値無くなった.... 2025-12-11 (木) 09:54:40 [ID:m-4u58-2fcc-3t1h] [#obce] 強キャラ好きは学者に流れ、えっちなお姉さん好きは葬儀屋に浮気しているからな。 あとは新ボスで通常夜やるならガチになって隠者出さないでもいいかで別キャラ触ったら「魔法以外も面白くね？」って魔法への飽きを自覚したとか。 2025-12-11 (木) 10:46:33 [ID:p-eyu7-6f28-8eiw] [#9mla] DLCで色々環境変わった中、鉄の目と隠者はほぼ無風だったから今このタイミングで触る人は少ないんじゃね 2025-12-11 (木) 11:06:55 [ID:m-1yo0-8a58-a6lq] [#4xz9] 深きだと相変わらず義務の目多いよ 2025-12-13 (土) 04:00:33 [ID:m-eps9-f849-9x4c] [#3mi6] 初期魔術速剣があれば一生隠者だけだった 今は連撃葬儀屋の火力と楽しんでる 速剣手に入ったらいつでも連絡して 2025-12-11 (木) 14:08:04 [ID:m-6xsb-6f28-e3f1] [#3zza] 結晶で夜ボス溶かす遊びしてたプレイヤーがより確実に火力手段が手に入る火炎壺おじに流れるのは当然の流れ。 2025-12-11 (木) 19:36:15 [ID:m-19so-80cf-a6lq] [#ep7n] DLC魔術がこなかったのが全て 味変がほしかったの 2025-12-11 (木) 23:07:39 [ID:p-6ecs-7928-djkk],2025-12-11T00:47:49+00:00,2025-12-13T07:45:38.025870+00:00
ae04e72ede1af2539922a74f5452a26b3f0b8d37,https://kamikouryaku.net/nightreign_eldenring/?%E9%9A%A0%E8%80%85,,[#b6i3] 白雷の混成魔法で大技阻止したりで遊んでたけど、葬儀屋の登場によってあんまし価値無くなった.... 2025-12-11 (木) 09:54:40 [ID:m-4u58-2fcc-3t1h],2025-12-11T00:54:40+00:00,2025-12-13T07:45:38.025870+00:00
18f06f49801835966e88f941c1ba4cbacd282ffb,https://kamikouryaku.net/nightreign_eldenring/?%E9%9A%A0%E8%80%85,,[#obce] 強キャラ好きは学者に流れ、えっちなお姉さん好きは葬儀屋に浮気しているからな。 あとは新ボスで通常夜やるならガチになって隠者出さないでもいいかで別キャラ触ったら「魔法以外も面白くね？」って魔法への飽きを自覚したとか。 2025-12-11 (木) 10:46:33 [ID:p-eyu7-6f28-8eiw],2025-12-11T01:46:33+00:00,2025-12-13T07:45:38.025870+00:00
a1bbd195c47285cb915af50250755ab09f4c098e,https://kamikouryaku.net/nightreign_eldenring/?%E9%9A%A0%E8%80%85,,[#9mla] DLCで色々環境変わった中、鉄の目と隠者はほぼ無風だったから今このタイミングで触る人は少ないんじゃね 2025-12-11 (木) 11:06:55 [ID:m-1yo0-8a58-a6lq] [#4xz9] 深きだと相変わらず義務の目多いよ 2025-12-13 (土) 04:00:33 [ID:m-eps9-f849-9x4c],2025-12-11T02:06:55+00:00,2025-12-13T07:45:38.025870+00:00
c4d7593ca3b2934acc436156a5cc76b21c23e26a,https://kamikouryaku.net/nightreign_eldenring/?%E9%9A%A0%E8%80%85,,[#3mi6] 初期魔術速剣があれば一生隠者だけだった 今は連撃葬儀屋の火力と楽しんでる 速剣手に入ったらいつでも連絡して 2025-12-11 (木) 14:08:04 [ID:m-6xsb-6f28-e3f1],2025-12-11T05:08:04+00:00,2025-12-13T07:45:38.025870+00:00
f9f4f83d5d405d7d688d374405b51226c87a01b9,https://kamikouryaku.net/nightreign_eldenring/?%E9%9A%A0%E8%80%85,,[#3zza] 結晶で夜ボス溶かす遊びしてたプレイヤーがより確実に火力手段が手に入る火炎壺おじに流れるのは当然の流れ。 2025-12-11 (木) 19:36:15 [ID:m-19so-80cf-a6lq],2025-12-11T10:36:15+00:00,2025-12-13T07:45:38.025870+00:00
c68b66c9764db1b957ac45689208ed10a8d7bd94,https://kamikouryaku.net/nightreign_eldenring/?%E9%9A%A0%E8%80%85,,[#ep7n] DLC魔術がこなかったのが全て 味変がほしかったの 2025-12-11 (木) 23:07:39 [ID:p-6ecs-7928-djkk],2025-12-11T14:07:39+00:00,2025-12-13T07:45:38.025870+00:00
5f95ec82610a8670e6f4986aa918093cf88fa0c4,https://kamikouryaku.net/nightreign_eldenring/?%E9%9A%A0%E8%80%85,,[#3ej8] 理論値結晶特化見なくなったのを境に理論値壺おじが急増してんだけどこれってつまり… 2025-12-11 (木) 17:52:37 [ID:m-64y5-8a58-c03s] [#9o29] きっと遺物カンストしててポイントもあまりまくってたんだろうなぁ（最大限の養護） 2025-12-11 (木) 22:37:23 [ID:p-eps9-f849-85ta],2025-12-11T08:52:37+00:00,2025-12-13T07:45:38.025870+00:00
0db94eedc652888049176891ab1f75fbe7e7bd9a,https://kamikouryaku.net/nightreign_eldenring/?%E9%9A%A0%E8%80%85,,[#9o29] きっと遺物カンストしててポイントもあまりまくってたんだろうなぁ（最大限の養護） 2025-12-11 (木) 22:37:23 [ID:p-eps9-f849-85ta],2025-12-11T13:37:23+00:00,2025-12-13T07:45:38.025870+00:00
04e08d1b94547cec6c217d23612cfaa5357cb66a,https://kamikouryaku.net/nightreign_eldenring/?%E9%9A%A0%E8%80%85,,[#3fq9] 隠者先生に聞きたいんだけど、ストラゲスの属性攻撃(床ドン爆発とか腐敗玉)食らった味方に属性痕って付いてますか？あれ、盾を貫通するから属性攻撃だとは思われるんですが、イマイチ判別つかなくて... 2025-12-11 (木) 19:47:44 [ID:m-3et9-80cf-9zgv],2025-12-11T10:47:44+00:00,2025-12-13T07:45:38.025870+00:00
a257041d851fa39371c073622e4dd484c05b135b,https://kamikouryaku.net/nightreign_eldenring/?%E9%9A%A0%E8%80%85,,[#71tb] 理論火力マン→壺おじ おっぱい大好きマン→デカケツ にそれぞれ移行していった 2025-12-12 (金) 05:05:09 [ID:m-2ebt-f849-bci9],2025-12-11T20:05:09+00:00,2025-12-13T07:45:38.025870+00:00
6d45c518e143462beb9d62e45b7e2f718d11c29c,https://kamikouryaku.net/nightreign_eldenring/?%E9%9A%A0%E8%80%85,,[#3j8p] 色々な初期魔術特化構成を試した感想「つぶてつっよ…」 浅き夜ではキャラ固有やら撃破アーツやら鈴やらその他火力系を犠牲にしてまで揃える価値は無い。深夜枠も特化と魔力4または属性2の複合で揃えられるならあるいは？ 2025-12-12 (金) 10:35:36 [ID:m-5u1d-5c81-7q7d],2025-12-12T01:35:36+00:00,2025-12-13T07:45:38.025870+00:00
2499f6d6520cdd589f4520cc8e5f592b0a42602c,https://kamikouryaku.net/nightreign_eldenring/?%E9%9A%A0%E8%80%85,,[#f2vh] 先生のおっぱいと葬儀屋のケツを合わせれば完全律が完成するってこと？ 2025-12-12 (金) 12:10:19 [ID:m-7yt3-6f28-a6lq] [#e8f6] デカケツとは、デカパイである。(黄金律) 2025-12-12 (金) 17:42:03 [ID:m-3j8j-f849-1wz8] [#85oh] 神肌｢腹も追加でどうだい？｣ 2025-12-12 (金) 21:01:23 [ID:m-d788-8a58-dyv4],2025-12-12T03:10:19+00:00,2025-12-13T07:45:38.025870+00:00
a7843518b8086aa98007d8266cf504d7f2c037c0,https://kamikouryaku.net/nightreign_eldenring/?%E9%9A%A0%E8%80%85,,[#e8f6] デカケツとは、デカパイである。(黄金律) 2025-12-12 (金) 17:42:03 [ID:m-3j8j-f849-1wz8],2025-12-12T08:42:03+00:00,2025-12-13T07:45:38.025870+00:00
